279176684,12/18/23,40.610931,-73.920761,68,109,439
273860027,9/3/23,40.611368,-74.034871,43,348,922
275700564,10/10/23,40.822076,-73.890328,70,344,101
278470428,12/4/23,40.820829,-73.950827,31,344,113
273590055,8/29/23,40.617866,-74.022281,50,109,419
274566062,9/17/23,40.695631,-73.981363,47,235,511
275313269,10/3/23,40.673267,-73.939029,25,126,779
277933058,11/22/23,40.630736,-73.973423,43,341,339
274722107,9/21/23,40.792246,-73.94628,31,236,782
273529342,8/27/23,40.681352,-73.779759,76,126,779
278110824,11/27/23,40.703949,-73.944391,46,352,203
278564187,12/6/23,40.840209,-73.910144,67,351,259
274235353,9/11/23,40.904254,-73.854263,47,106,109
276306726,10/22/23,40.586222,-73.816011,46,344,101
279763802,12/31/23,40.733729,-73.871197,31,341,339
273040835,8/17/23,40.714069,-73.997504,55,106,109
279593172,12/27/23,40.702474,-73.799921,4,359,750
278293957,11/30/23,40.620154,-73.927007,46,117,507
272125179,7/31/23,40.658393,-73.915568,46,113,729
276061318,10/17/23,40.804711,-73.937173,49,235,511
278724803,12/8/23,40.610023,-73.922165,26,106,109
279486254,12/25/23,40.767792,-73.93094,22,106,105
274452516,9/14/23,40.755308,-73.99305,49,106,109
274955396,9/26/23,40.756585,-73.875603,7,344,101
278859068,12/12/23,40.713859,-73.830768,64,995,49
273125665,8/19/23,40.846253,-73.901755,25,344,101
271959858,7/27/23,40.726278,-73.987794,86,351,259
275704187,10/10/23,40.869231,-73.896036,49,111,494
271354729,7/15/23,40.8177,-73.923972,46,105,397
276289067,10/21/23,40.804376,-73.93742,68,343,478
279288203,12/20/23,40.839994,-73.924329,46,361,639
274121592,9/9/23,40.804711,-73.937173,50,235,511
278059945,11/26/23,40.822355,-73.911463,71,344,101
273452271,8/25/23,40.68949,-73.92207,52,235,511
272986451,8/16/23,40.671104,-73.913562,46,105,397
275145748,9/29/23,40.804715,-73.938227,52,117,503
274755399,9/21/23,40.873944,-73.908788,49,341,339
278118215,11/27/23,40.837842,-73.919628,46,106,109
276004468,10/16/23,40.887325,-73.847247,46,101,139
274480656,9/15/23,40.877393,-73.866491,28,343,478
274544892,9/17/23,40.774655,-73.954093,55,881,969
275621923,10/8/23,40.762954,-73.831957,32,344,101
274340766,9/13/23,40.574091,-74.106113,28,341,339
272288427,8/2/23,40.725792,-73.9745,47,359,748
278533477,12/5/23,40.704113,-73.947855,25,117,505
271576005,7/19/23,40.655711,-73.945257,46,106,106
275826276,10/11/23,40.676329,-73.865462,70,343,478
275864814,10/13/23,40.869547,-73.879718,46,881,969
274928860,9/25/23,40.76539,-73.985702,49,105,397
274988391,9/27/23,40.679374,-73.886439,49,348,922
278518610,12/5/23,40.712206,-73.825952,49,126,764
273964686,9/6/23,40.688736,-73.944984,53,106,109
271308614,7/14/23,40.672222,-73.806909,67,112,739
279717368,12/30/23,40.698694,-73.834067,46,109,439
272885746,8/15/23,40.722641,-73.851542,46,116,179
275594337,10/8/23,40.816206,-73.896001,49,233,681
271454424,7/17/23,40.799402,-73.969253,46,106,105
274549670,9/17/23,40.762649,-73.863432,70,344,114
274573778,9/17/23,40.800896,-73.941011,49,106,105
271720045,7/22/23,40.721971,-73.849715,46,341,339
272246296,8/2/23,40.715518,-74.001236,46,109,439
275208122,9/30/23,40.756259,-73.990501,49,344,101
276246098,10/20/23,40.872293,-73.900952,52,126,724
275386426,10/4/23,40.823378,-73.870168,25,101,139
275041803,9/27/23,40.816057,-73.895785,52,341,339
275587989,10/7/23,40.678484,-73.894607,49,106,109
275100615,9/28/23,40.650466,-73.869986,31,341,339
275717447,10/10/23,40.844144,-73.900499,46,106,109
274784682,9/22/23,40.746845,-73.891431,71,109,439
274524091,9/16/23,40.603661,-74.072055,43,352,205
279653818,12/28/23,40.627859,-73.900742,25,118,792
271758698,7/23/23,40.726045,-73.848308,43,124,183
275351814,10/3/23,40.821409,-73.86616,73,106,109
274270204,9/12/23,40.762037,-73.827328,43,361,639
272790755,8/12/23,40.822943,-73.914506,25,881,969
274217548,9/11/23,40.830243,-73.863598,47,359,759
277872010,11/21/23,40.840548,-73.928416,47,344,101
279763516,12/31/23,40.75315,-73.911622,46,341,339
279197238,12/19/23,40.707439,-73.792139,46,106,109
274379155,9/13/23,40.844144,-73.900499,52,109,419
276208841,10/19/23,40.676662,-73.938731,28,344,101
273009763,8/16/23,40.669328,-73.90872,25,121,268
272049700,7/28/23,40.791155,-73.974335,53,121,268
275881958,10/13/23,40.573766,-74.10802,46,341,339
272935174,8/15/23,40.840408,-73.842329,46,348,922
