135,281,4.79,4.89,4.7,4.88,4.93,4.84,4.66,1.82
136,79,4.91,4.94,4.92,4.95,4.95,4.91,4.9,0.81
137,248,4.43,4.59,4.41,4.8,4.82,4.2,4.43,1.6
138,5,5,5,4.8,5,5,4.4,4.8,0.03
139,30,4.87,4.97,4.93,4.97,4.87,4.87,4.77,0.2
140,0,0,0,0,0,0,0,0,0
141,241,4.45,4.57,4.7,4.73,4.63,4.26,4.44,1.59
142,172,4.72,4.81,4.73,4.92,4.89,4.62,4.69,1.12
143,149,4.87,4.86,4.78,4.86,4.97,4.58,4.72,0.96
144,11,5,4.82,4.82,4.82,5,4.91,4.73,0.07
145,18,4.81,4.78,4.44,4.94,5,4.67,4.83,0.12
146,150,4.69,4.79,4.55,4.84,4.86,4.44,4.71,0.97
147,119,4.94,4.97,4.91,4.96,4.95,4.81,4.89,0.78
148,38,4.8,4.84,4.68,4.89,4.92,5,4.64,0.25
149,36,4.9,4.81,4.48,4.97,4.97,4.52,4.58,0.23
150,142,4.79,4.89,4.91,4.88,4.94,4.89,4.54,1.13
151,8,4.17,4.71,4.86,4.57,4.57,3.57,4.57,0.05
152,16,4.93,4.87,4.67,4.93,4.86,5,4.73,0.1
153,469,4.86,4.84,4.79,4.94,4.93,4.66,4.85,3.05
154,12,4.9,5,5,5,5,5,4.73,0.08
155,352,4.76,4.72,4.72,4.89,4.88,4.9,4.65,2.3
156,1,5,5,4,5,5,4,5,0.01
157,178,4.63,4.69,4.74,4.78,4.71,4.85,4.68,1.16
158,274,4.75,4.86,4.83,4.86,4.81,4.51,4.82,1.79
159,34,4.76,4.88,4.64,4.94,4.88,4.7,4.85,0.22
160,41,4.63,4.7,4.48,4.89,4.9,4.84,4.59,0.27
161,176,4.5,4.66,4.41,4.79,4.63,4.31,4.55,1.15
162,248,4.61,4.71,4.83,4.8,4.61,4.34,4.59,1.61
163,90,4.81,4.87,4.88,4.96,4.97,4.38,4.73,0.61
164,57,4.45,4.55,3.89,4.61,4.61,4.91,4.41,0.38
165,91,4.86,4.89,4.84,4.89,4.89,4.72,4.86,0.73
166,3,3.67,3.33,3,4.67,4.33,5,4.33,0.02
167,129,4.63,4.66,4.57,4.56,4.54,4.47,4.54,0.84
168,94,4.71,4.79,4.82,4.94,4.87,4.79,4.63,1.21
169,145,4.85,4.85,4.75,4.82,4.78,4.96,4.84,0.95
170,26,4.58,4.64,4.44,4.96,4.8,4.92,4.44,0.23
171,133,4.81,4.88,4.69,4.91,4.93,4.97,4.67,0.89
172,42,4.86,4.88,4.78,4.93,4.95,4.95,4.83,0.3
173,82,4.38,4.67,4.2,4.51,4.58,4.24,4.27,0.55
174,193,4.93,4.9,4.91,4.94,4.96,4.97,4.84,1.27
175,255,4.71,4.91,4.74,4.92,4.87,4.83,4.81,1.69
176,41,4.45,4.41,4.34,4.68,4.61,4.88,4.22,0.29
177,22,4.6,4.86,3.62,4.57,4.86,4.62,4.48,0.15
178,30,4.9,4.93,4.63,4.97,4.9,4.67,4.63,0.2
179,32,4.53,4.63,4.03,4.84,4.94,4.88,4.5,0.28
180,18,4.75,4.83,4.72,4.89,4.94,4.56,4.72,0.12
181,18,4.88,4.87,4.75,4.94,4.88,4.88,4.81,0.12
182,114,4.9,4.93,4.84,4.91,4.9,4.95,4.81,0.82
183,305,4.75,4.81,4.46,4.94,4.93,4.83,4.73,2.14
184,59,4.98,4.95,4.9,4.97,4.98,4.88,4.92,0.39
185,19,4.95,4.89,4.79,4.79,4.84,4.95,4.84,0.13
186,347,4.82,4.8,4.87,4.85,4.85,4.76,4.78,2.32
187,92,4.44,4.5,4.34,4.74,4.77,3.68,4.25,0.61
188,27,4.54,4.75,4.79,4.92,4.84,3.84,4.5,0.18
189,145,4.75,4.67,4.44,4.88,4.97,4.99,4.62,0.99
190,76,4.76,4.79,4.45,4.95,4.95,4.61,4.75,0.51
191,62,4.87,4.89,4.71,4.97,4.95,4.92,4.87,0.42
192,56,4.98,5,4.96,5,5,4.91,4.96,0.55
193,460,4.17,4.15,4.39,4.67,4.52,4.79,4.2,3.05
194,187,4.63,4.65,4.55,4.74,4.8,4.5,4.61,1.23
195,61,4.54,4.3,4.47,4.78,4.78,4.52,4.52,0.48
196,6,4.83,4.67,4.83,5,5,4.67,4.33,0.04
197,122,4.61,4.64,4.42,4.87,4.9,4.69,4.54,0.81
198,165,4.47,4.61,4.34,4.78,4.63,4.19,4.64,1.09
199,0,0,0,0,0,0,0,0,0
200,15,5,4.79,4.93,4.93,5,4.43,4.86,0.1
201,197,4.92,4.94,4.92,4.91,4.97,4.95,4.91,1.67
202,32,4.9,5,4.78,5,5,4.84,4.66,0.21
203,261,4.81,4.84,4.83,4.89,4.88,4.89,4.83,1.72
204,25,4.96,4.88,4.8,4.96,4.96,4.72,4.72,0.17
205,31,4.68,4.67,4.47,4.73,4.83,4.5,4.57,0.21
206,5,5,5,4.8,5,5,5,4.8,0.07
207,126,4.78,4.91,4.87,4.98,4.97,4.67,4.69,0.84
208,19,4.95,4.95,4.89,5,5,5,4.74,0.13
209,124,4.76,4.87,4.82,4.94,4.92,4.39,4.55,0.83
210,346,4.68,4.79,4.69,4.89,4.86,4.48,4.7,2.3
211,2,4.5,4,3.5,5,5,5,4,0.01
212,63,4.87,4.74,4.75,4.9,4.92,4.95,4.82,0.43
213,47,4.96,5,4.98,4.96,5,5,4.85,0.46
214,142,4.73,4.74,4.76,4.96,4.94,4.81,4.68,0.99
215,1,4,5,4,5,5,5,5,0.01
216,102,4.64,4.78,4.56,4.9,4.94,4.48,4.62,0.68
217,35,4.77,4.86,4.66,4.89,4.94,4.94,4.77,0.23
218,313,4.7,4.84,4.64,4.91,4.91,4.94,4.73,2.18
219,126,4.57,4.5,3.94,4.76,4.76,4.93,4.54,0.86
220,229,4.6,4.65,4.14,4.89,4.87,4.46,4.61,1.52
221,90,4.66,4.72,4.81,4.72,4.72,4.62,4.59,0.64
222,255,4.81,4.83,4.83,4.87,4.89,4.5,4.72,1.7
223,41,4.83,4.83,4.83,4.95,5,4.95,4.7,0.38
224,132,4.5,4.62,4.41,4.71,4.7,4.56,4.42,0.89
225,0,0,0,0,0,0,0,0,0
226,106,4.84,4.89,4.96,4.94,4.91,4.97,4.74,0.89
227,70,4.41,4.37,4.47,4.62,4.83,4.04,4.45,0.47
228,8,5,5,5,5,4.88,4.75,4.88,0.05
229,112,4.6,4.66,4.51,4.87,4.91,4.87,4.44,0.75
230,158,4.9,4.88,4.95,4.98,4.96,4.57,4.79,1.05
231,151,4.76,4.83,4.75,4.91,4.89,4.58,4.72,1.06
232,4,4.75,4.75,5,4.75,4.75,5,5,0.05
233,126,4.61,4.51,4.51,4.86,4.87,4.26,4.69,0.84
234,14,4.82,4.58,4.83,5,5,5,4.83,0.1
235,64,4.56,4.78,4.06,4.84,4.88,4.56,4.52,0.43
236,305,4.9,4.9,4.9,4.93,4.94,4.83,4.86,2.12
237,12,5,5,4.92,5,5,5,4.92,0.12
238,9,4.67,4.44,4.67,5,5,4.22,4.44,0.06
239,65,4.97,4.92,4.89,4.95,4.98,4.91,4.85,0.62
240,1,5,5,5,4,4,5,5,0.01
241,154,4.92,4.94,4.92,4.93,4.88,4.94,4.8,1.03
242,28,4.75,4.86,4.18,4.86,4.89,4.89,4.82,0.26
243,32,4.88,4.84,4.65,4.9,4.97,4.77,4.65,0.22
244,36,4.75,4.89,4.69,4.83,4.83,4.33,4.64,0.26
245,59,4.72,4.58,4.42,4.59,4.83,4.19,4.51,0.39
246,36,4.8,4.94,4.75,4.89,4.97,5,4.72,0.24
247,19,4.81,4.89,4.95,4.95,5,4.89,4.63,0.13
248,11,4.8,4.91,4.27,5,4.55,4.91,4.64,0.07
249,95,4.58,4.73,4.65,4.94,4.95,4.49,4.6,0.64
250,249,4.92,4.94,4.93,4.97,4.97,4.94,4.87,1.67
251,103,4.58,4.73,4.13,4.53,4.76,4.92,4.61,0.69
252,258,4.6,4.61,4.75,4.77,4.69,4.33,4.56,1.72
253,92,4.9,4.95,4.98,4.99,4.99,4.26,4.78,0.62
254,8,4.63,4.88,4.63,5,5,4.75,5,0.09
255,121,4.9,4.97,4.99,4.96,4.95,4.67,4.82,0.81
256,31,4.18,3.89,4.25,4.11,4,3.64,3.93,0.21
257,496,4.86,4.94,4.92,4.89,4.92,4.54,4.83,3.33
258,4,5,4.75,4.5,4.5,5,5,4.75,0.03
259,24,4.74,4.5,3.82,4.86,5,4.5,4.59,0.18
260,39,4.92,4.85,4.95,4.97,4.95,4.97,4.82,0.27
261,85,4.88,4.89,4.71,4.99,4.94,4.99,4.81,0.57
262,155,4.69,4.77,4.65,4.83,4.88,4.86,4.61,1.04
263,115,4.7,4.66,4.13,4.84,4.9,4.81,4.47,0.77
264,162,4.78,4.81,4.84,4.86,4.86,4.98,4.73,1.1
265,56,4.87,4.9,4.91,4.92,4.95,4.75,4.81,0.38
266,6,5,5,4.5,5,5,4.83,4.67,0.06
267,275,4.63,4.69,4.57,4.83,4.76,4.52,4.61,1.85
268,5,4.25,4.2,3,4.6,5,5,4.2,0.04
269,35,4.74,4.74,4.85,4.68,4.71,4.35,4.44,0.24
270,41,4.63,4.83,4.32,4.85,4.85,4.34,4.56,0.3
271,6,4.83,5,5,5,5,4.83,4.67,0.07
272,4,3.75,4,3,5,4.5,3.5,4.5,0.03
273,25,4.76,4.84,4.88,4.72,4.68,4.68,4.64,0.17
274,7,4.71,4.57,4.71,5,4.86,4.14,4.29,0.05
275,48,4.38,4.49,4.32,4.5,4.73,4.45,4.43,0.35
276,11,5,4.91,5,5,5,4.73,5,0.07
277,0,0,0,0,0,0,0,0,0
278,208,4.94,4.92,4.96,4.99,4.99,5,4.88,1.41
279,5,4.8,4.8,4.8,5,5,5,4.6,0.04
280,48,4.81,4.96,4.92,4.94,4.94,4.63,4.71,0.39
281,30,4.79,4.87,4.7,4.76,4.9,4.34,4.62,0.23
282,91,4.86,4.86,4.92,4.88,4.89,4.64,4.84,0.63
283,22,4.77,4.95,4.64,4.95,4.95,4.95,4.68,0.18
284,36,4.78,4.89,4.75,4.78,4.89,4.61,4.64,0.24
285,42,4.88,4.8,4.9,4.9,4.88,4.66,4.63,0.29
286,49,4.81,4.82,4.82,4.86,4.8,4.45,4.71,0.33
287,70,4.78,4.86,4.9,4.96,4.87,4.67,4.7,0.47
288,81,4.83,4.89,4.85,4.9,4.89,4.76,4.56,0.57
289,12,5,4.92,5,5,4.92,4.67,4.58,0.08
290,8,4.88,4.75,5,4.88,5,4.88,4.75,0.05
291,13,4.92,5,5,4.92,4.92,4.92,4.77,0.12
292,31,4.74,4.83,4.87,4.93,4.77,4.6,4.57,0.22
293,5,5,4.8,5,4.8,5,4,4.6,0.03
294,45,4.93,4.93,4.89,5,5,4.93,4.96,0.49
295,253,4.58,4.66,4.43,4.85,4.87,4.35,4.56,1.71
296,25,4.95,4.92,4.88,4.96,5,4.75,4.79,0.17
297,39,4.87,4.92,4.74,4.95,4.89,4.74,4.79,0.26
298,55,4.74,4.81,4.76,4.85,4.91,4.83,4.65,0.38
299,9,5,4.78,4.78,4.89,5,5,4.89,0.07
300,143,4.85,4.91,4.83,4.92,4.9,4.75,4.87,1.36
301,4,4.67,4,2.75,4.25,4.75,4,4,0.03
302,35,4.73,4.85,4.36,4.76,4.79,4.81,4.73,0.24
303,19,4.95,4.95,4.89,4.84,4.68,5,4.84,0.16
304,8,4.75,4.88,4.13,5,5,5,4.75,0.07
305,75,4.59,4.72,4.47,4.81,4.77,4.39,4.59,0.53
306,11,4.91,5,5,5,4.91,4.91,4.82,0.14
307,129,4.67,4.84,4.64,4.94,4.95,4.29,4.71,0.88
308,0,0,0,0,0,0,0,0,0
309,23,4.96,4.96,4.87,5,5,5,4.78,0.16
310,242,4.99,4.99,4.98,4.99,5,4.95,4.89,1.66
311,8,4.88,4.63,4.5,4.63,4.88,4.88,4.75,0.05
312,11,4.89,4.73,4.64,4.91,4.91,4.73,4.64,0.08
313,78,4.59,4.71,4.2,4.88,4.91,4.95,4.57,0.54
314,90,4.23,4.49,3.71,4.85,4.88,4.81,4.25,0.64
315,10,5,5,5,5,5,4.9,4.9,0.08
316,25,4.96,4.88,4.96,5,4.96,4.79,4.96,0.25
317,57,4.96,5,4.95,5,4.96,4.89,4.95,0.56
318,1,5,4,5,5,5,5,5,0.03
319,47,4.53,4.61,4.61,4.63,4.67,4.33,4.27,0.32
320,1,5,5,5,5,5,5,5,0.01
321,32,4.84,4.72,4.91,4.84,4.88,4.28,4.78,0.25
322,19,4.71,4.42,4.32,4.79,4.84,4.63,4.63,0.13
323,39,4.69,4.77,4.31,4.77,4.87,4.74,4.67,0.31
324,285,4.79,4.83,4.86,4.92,4.93,4.76,4.78,1.95
325,18,4.76,4.65,4.47,4.82,5,4.59,4.88,0.13
326,36,4.8,4.76,4.61,4.82,4.86,4.97,4.76,0.24
327,19,4.11,4.33,2.95,4.72,4.68,4.89,4.26,0.13
328,21,4.29,4.62,4.1,4.81,4.81,4.43,4.52,0.2
329,105,4.8,4.62,4.9,4.86,4.89,4.62,4.62,0.71
330,134,4.41,4.63,4.56,4.7,4.83,4.52,4.52,1.11
331,1,5,5,5,5,5,5,5,0.01
332,240,4.71,4.74,4.44,4.88,4.86,4.47,4.7,1.68
333,2,5,5,4,5,5,5,4,0.01
334,185,4.87,4.87,4.76,4.94,4.91,4.98,4.69,1.26
335,272,4.49,4.23,4.38,4.72,4.7,4.28,4.54,1.88
336,3,3.67,4.67,4.33,5,4.67,4.67,5,0.02
337,0,0,0,0,0,0,0,0,0
338,217,4.87,4.81,4.78,4.9,4.94,4.76,4.86,1.51
339,1,5,5,5,5,5,5,4,0.01
340,142,4.93,4.96,4.85,4.97,4.96,4.83,4.88,1.42
341,69,4.74,4.82,4.74,4.87,4.87,4.81,4.7,0.47
342,10,4.7,4.9,4.8,4.89,4.7,5,4.78,0.1
343,345,4.84,4.94,4.72,4.97,4.97,4.81,4.81,2.36
344,101,4.66,4.62,4.66,4.93,4.85,4.69,4.72,0.69
345,74,4.93,4.89,4.82,4.94,4.94,4.96,4.83,0.52
346,130,4.98,4.95,4.99,4.99,4.98,4.97,4.83,0.89
347,56,4.71,4.8,4.56,4.79,4.83,4.85,4.66,0.41
348,15,4.53,4.36,4.27,4.6,4.73,4.6,4.27,0.11
349,157,4.82,4.87,4.9,4.96,4.93,4.95,4.64,1.07
350,5,5,5,4.8,5,5,5,5,0.04
351,6,4.83,5,4.5,5,4.67,5,4.83,0.05
352,5,4,3.6,2.6,4.6,4.6,4.6,4,0.04
353,0,0,0,0,0,0,0,0,0
354,114,4.87,4.94,4.91,4.84,4.86,5,4.8,0.79
355,49,4.83,4.89,4.87,4.89,4.83,4.65,4.7,0.35
356,87,4.81,4.86,4.85,4.92,4.94,4.47,4.74,0.64
357,137,4.8,4.85,4.76,4.79,4.85,4.93,4.76,0.95
358,159,4.81,4.81,4.88,4.85,4.84,4.72,4.66,1.12
359,152,4.85,4.83,4.87,4.93,4.91,4.69,4.74,1.1
360,45,4.91,4.91,4.89,5,4.93,4.69,4.67,0.32
361,1,4,4,3,4,5,4,3,0.01
362,56,4.93,4.93,4.75,4.89,5,4.96,4.8,0.43
363,62,4.79,4.79,4.9,4.9,4.9,4.87,4.8,0.49
364,20,4.5,4.39,3.61,4.89,4.94,4.89,4.44,0.14
365,45,4.6,4.91,4.73,4.84,4.71,4.56,4.49,0.33
366,0,0,0,0,0,0,0,0,0
367,27,4.67,4.85,4.59,4.78,4.63,5,4.74,0.31
368,8,4.67,4.88,4.63,5,4.75,4.38,4.38,0.06
369,9,3.43,4.13,3.38,4.25,4.25,4.25,3.25,0.06
370,6,4.4,4.17,4.17,4.33,4.67,4.67,4.17,0.04
371,5,5,5,4.6,5,5,5,4.8,0.1
372,12,4.5,4.58,3.58,4.83,4.75,3.83,4.17,0.09
373,7,4.6,4.71,4,5,4.29,4.57,4.14,0.05
374,10,4.57,4.9,4.5,4.3,4.3,4.5,4,0.07
375,129,4.6,4.79,4.32,4.76,4.61,4.67,4.72,0.91
376,31,4.17,3.97,3.71,4.74,4.65,4.19,4.03,0.22
377,29,4.26,4.29,3.61,4.57,4.56,4.43,4.14,0.21
378,98,4.87,4.87,4.59,4.95,4.93,4.76,4.82,0.68
379,1,5,5,5,5,5,5,5,0.3
380,132,4.67,4.71,4.28,4.89,4.93,4.69,4.7,0.91
381,68,4.72,4.55,4.76,4.92,4.95,4.86,4.55,0.47
382,186,4.73,4.8,4.74,4.92,4.91,4.95,4.72,1.29
383,91,4.97,4.99,5,4.98,4.98,4.8,4.97,0.67
384,32,4.75,4.81,4.66,5,4.91,4.72,4.78,1.22
385,25,4.68,4.76,4.72,4.84,4.76,4.72,4.48,0.28
386,18,4.78,4.82,4.76,5,5,4.88,4.82,0.13
387,78,4.86,4.92,4.92,4.9,4.97,4.76,4.77,0.55
388,286,4.82,4.8,4.73,4.86,4.88,4.97,4.73,1.99
389,25,4.76,4.84,4.54,4.72,4.8,4.75,4.71,0.18
390,162,4.8,4.88,4.82,4.8,4.9,4.91,4.7,1.13
391,36,4.66,4.75,4.36,4.91,4.94,4.86,4.62,0.29
392,49,4.73,4.61,4.41,4.63,4.71,4.96,4.47,0.39
393,144,4.86,4.89,4.9,4.91,4.92,4.68,4.74,1
394,3,4.67,5,4.33,5,5,5,4.67,0.1
395,179,4.77,4.82,4.6,4.85,4.85,4.94,4.71,1.62
396,52,4.67,4.84,4.57,4.84,4.88,4.86,4.6,0.36
397,94,4.79,4.83,4.69,4.9,4.86,4.59,4.7,0.66
398,201,4.88,4.88,4.88,4.96,4.99,4.92,4.84,1.42
399,3,4.67,4.67,5,5,5,5,4.67,0.02
400,60,4.79,4.82,4.93,4.93,4.98,4.82,4.88,0.42
401,19,4.84,4.88,4.53,4.76,4.94,4.56,4.67,0.13
402,3,5,5,4.67,5,5,4.33,5,0.02
403,10,4.22,4.1,4.1,4.5,4.6,4.7,4.1,0.07
404,153,4.96,4.97,4.92,4.97,4.99,4.98,4.86,1.08
405,10,4.44,4.7,4.7,5,4.78,4.22,4.67,0.07
406,161,4.39,4.5,4.26,4.4,4.31,4.79,4.4,1.12
407,44,4.8,4.8,4.66,4.93,4.95,4.75,4.77,0.31
408,1,5,5,5,5,5,5,5,0.23
409,2,5,4,4,5,5,4,4,0.01
410,11,5,5,5,5,5,4.91,4.73,0.12
411,121,4.97,4.96,4.98,4.98,5,4.99,4.82,0.85
412,14,4.69,4.71,4.86,4.79,4.93,5,4.71,0.1
413,21,5,5,4.95,5,5,4.95,4.85,0.24
414,3,5,5,4.67,5,5,5,5,0.03
415,2,5,5,5,4.5,5,5,5,0.01
416,146,4.74,4.83,4.77,4.84,4.86,4.87,4.65,1.57
